"n","len_of_arr","k","comparisions","swaps"
"400","5","20","4314","1268"
"400","5","380","3865","1175"
"400","5","200","4974","1348"
"400","5","20","4748","1296"
"400","5","380","4962","1345"
"400","5","200","4499","1308"
"400","5","20","4706","1324"
"400","5","380","4547","1316"
"400","5","200","4354","1267"
"400","5","20","3958","1150"
"400","5","380","4262","1238"
"400","5","200","4933","1323"
"400","5","20","5075","1373"
"400","5","380","4507","1245"
"400","5","200","4747","1402"
"400","5","20","4623","1371"
"400","5","380","4259","1293"
"400","5","200","4536","1329"
"400","5","20","4455","1334"
"400","5","380","4771","1383"
"400","5","200","4246","1285"
"400","5","20","4354","1283"
"400","5","380","4295","1310"
"400","5","200","2353","659"
"400","5","20","4512","1286"
"400","5","380","4427","1303"
"400","5","200","4278","1295"
"400","5","20","4337","1274"
"400","5","380","4367","1301"
"400","5","200","4638","1348"
"400","5","20","4507","1306"
"400","5","380","4563","1286"
"400","5","200","4840","1330"
"400","5","20","4727","1322"
"400","5","380","4930","1361"
"400","5","200","4665","1366"
"400","5","20","4674","1345"
"400","5","380","4479","1300"
"400","5","200","4333","1253"
"400","5","20","4108","1220"
"400","5","380","4155","1218"
"400","5","200","4527","1231"
"400","5","20","4303","1210"
"400","5","380","4444","1223"
"400","5","200","4512","1322"
"400","5","20","4562","1304"
"400","5","380","4512","1347"
"400","5","200","4729","1389"
"400","5","20","4660","1372"
"400","5","380","4394","1306"
"400","5","200","4350","1304"
"400","5","20","4514","1357"
"400","5","380","4384","1311"
"400","5","200","4807","1351"
"400","5","20","5006","1419"
"400","5","380","4678","1325"
"400","5","200","4634","1373"
"400","5","20","4787","1365"
"400","5","380","4765","1375"
"400","5","200","4382","1313"
"400","5","20","4493","1359"
"400","5","380","4247","1300"
"400","5","200","4363","1236"
"400","5","20","4314","1236"
"400","5","380","4376","1197"
"400","5","200","5043","1408"
"400","5","20","4934","1390"
"400","5","380","4813","1343"
"400","5","200","4749","1366"
"400","5","20","4449","1306"
"400","5","380","4514","1302"
"400","5","200","5222","1430"
"400","5","20","4678","1321"
"400","5","380","4919","1312"
"400","5","200","5049","1384"
"400","5","20","4946","1381"
"400","5","380","4896","1329"
"400","5","200","4465","1259"
"400","5","20","4058","1133"
"400","5","380","4225","1178"
"400","5","200","2279","681"
"400","5","20","4613","1352"
"400","5","380","4531","1319"
"400","5","200","4859","1410"
"400","5","20","4904","1380"
"400","5","380","4587","1354"
"400","5","200","4323","1285"
"400","5","20","4615","1349"
"400","5","380","4250","1235"
"400","5","200","4520","1285"
"400","5","20","4444","1287"
"400","5","380","4592","1284"
"400","5","200","2387","695"
"400","5","20","4525","1316"
"400","5","380","4445","1297"
"400","5","200","4518","1309"
"400","5","20","4631","1313"
"400","5","380","4515","1330"
"400","5","200","4401","1320"
"400","5","20","4601","1357"
"400","5","380","4265","1313"
"400","5","200","4623","1326"
"400","5","20","4445","1276"
"400","5","380","4238","1236"
"400","5","200","4937","1397"
"400","5","20","4684","1354"
"400","5","380","4538","1307"
"400","5","200","2323","671"
"400","5","20","4645","1333"
"400","5","380","4399","1306"
"400","5","200","4991","1331"
"400","5","20","4949","1311"
"400","5","380","4792","1326"
"400","5","200","4368","1281"
"400","5","20","4189","1244"
"400","5","380","4285","1243"
"400","5","200","4688","1422"
"400","5","20","4296","1252"
"400","5","380","4450","1360"
"400","5","200","4384","1290"
"400","5","20","4484","1320"
"400","5","380","4151","1170"
"400","5","200","4533","1365"
"400","5","20","4518","1341"
"400","5","380","4617","1339"
"400","5","200","4829","1389"
"400","5","20","4672","1340"
"400","5","380","4704","1337"
"400","5","200","4063","1171"
"400","5","20","3973","1174"
"400","5","380","4185","1226"
"400","5","200","4781","1402"
"400","5","20","4615","1379"
"400","5","380","4616","1338"
"400","5","200","4291","1275"
"400","5","20","4468","1339"
"400","5","380","4611","1365"
"500","5","250","6001","1760"
"500","5","25","5845","1642"
"500","5","475","5800","1641"
"500","5","250","5765","1695"
"500","5","25","5690","1700"
"500","5","475","5923","1746"
"500","5","250","5795","1638"
"500","5","25","5884","1648"
"500","5","475","6032","1687"
"500","5","250","6399","1834"
"500","5","25","5725","1606"
"500","5","475","6178","1737"
"500","5","250","5491","1477"
"500","5","25","5390","1406"
"500","5","475","5500","1521"
"500","5","250","5809","1560"
"500","5","25","5074","1411"
"500","5","475","5830","1577"
"500","5","250","5822","1628"
"500","5","25","5777","1746"
"500","5","475","5694","1634"
"500","5","250","5499","1558"
"500","5","25","5472","1540"
"500","5","475","5719","1584"
"500","5","250","5913","1703"
"500","5","25","5840","1673"
"500","5","475","5526","1593"
"500","5","250","5494","1620"
"500","5","25","5635","1635"
"500","5","475","5823","1676"
"500","5","250","6329","1773"
"500","5","25","6107","1727"
"500","5","475","6056","1668"
"500","5","250","2826","863"
"500","5","25","5666","1739"
"500","5","475","5481","1629"
"500","5","250","3252","869"
"500","5","25","6129","1707"
"500","5","475","5763","1595"
"500","5","250","6185","1833"
"500","5","25","6128","1801"
"500","5","475","5344","1625"
"500","5","250","3287","876"
"500","5","25","6036","1649"
"500","5","475","6180","1705"
"500","5","250","5973","1674"
"500","5","25","5691","1634"
"500","5","475","5961","1669"
"500","5","250","5887","1712"
"500","5","25","5504","1592"
"500","5","475","5529","1593"
"500","5","250","5841","1530"
"500","5","25","5592","1462"
"500","5","475","5721","1544"
"500","5","250","6150","1689"
"500","5","25","5944","1635"
"500","5","475","6232","1708"
"500","5","250","5943","1661"
"500","5","25","5872","1645"
"500","5","475","5671","1607"
"500","5","250","5970","1653"
"500","5","25","6056","1715"
"500","5","475","6002","1671"
"500","5","250","5712","1647"
"500","5","25","5597","1652"
"500","5","475","5778","1734"
"500","5","250","5256","1484"
"500","5","25","5344","1507"
"500","5","475","5241","1457"
"500","5","250","5758","1734"
"500","5","25","5684","1676"
"500","5","475","5666","1626"
"500","5","250","2960","876"
"500","5","25","5540","1619"
"500","5","475","5870","1683"
"500","5","250","5717","1718"
"500","5","25","5635","1676"
"500","5","475","5657","1685"
"500","5","250","6083","1771"
"500","5","25","5762","1619"
"500","5","475","5709","1662"
"500","5","250","5956","1703"
"500","5","25","5547","1564"
"500","5","475","5752","1632"
"500","5","250","6118","1631"
"500","5","25","5982","1590"
"500","5","475","6152","1654"
"500","5","250","5866","1698"
"500","5","25","5702","1641"
"500","5","475","5773","1693"
"500","5","250","5970","1700"
"500","5","25","6086","1700"
"500","5","475","5925","1727"
"500","5","250","6028","1655"
"500","5","25","5826","1563"
"500","5","475","6121","1632"
"500","5","250","5623","1599"
"500","5","25","6212","1770"
"500","5","475","5608","1608"
"500","5","250","5880","1646"
"500","5","25","5892","1591"
"500","5","475","5804","1621"
"500","5","250","5627","1687"
"500","5","25","5747","1703"
"500","5","475","5518","1629"
"500","5","250","5704","1609"
"500","5","25","5788","1636"
"500","5","475","5505","1540"
"500","5","250","6032","1745"
"500","5","25","5815","1635"
"500","5","475","6091","1748"
"500","5","250","5800","1704"
"500","5","25","5769","1698"
"500","5","475","5831","1705"
"500","5","250","6232","1723"
"500","5","25","6176","1685"
"500","5","475","5777","1537"
"500","5","250","5612","1687"
"500","5","25","5618","1688"
"500","5","475","5624","1633"
"500","5","250","5625","1659"
"500","5","25","5677","1660"
"500","5","475","5476","1609"
"500","5","250","5796","1695"
"500","5","25","6000","1688"
"500","5","475","5728","1675"
"500","5","250","6326","1799"
"500","5","25","6185","1717"
"500","5","475","5992","1692"
"500","5","250","5734","1675"
"500","5","25","5698","1618"
"500","5","475","5919","1751"
"500","5","250","6030","1733"
"500","5","25","5954","1692"
"500","5","475","5703","1631"
"500","5","250","5876","1649"
"500","5","25","6005","1684"
"500","5","475","6312","1784"
"500","5","250","6307","1799"
"500","5","25","6382","1831"
"500","5","475","5704","1693"
"500","5","250","5884","1708"
"500","5","25","5470","1596"
"500","5","475","5839","1671"
"500","5","250","5959","1736"
"500","5","25","6180","1840"
"500","5","475","5686","1655"
"500","5","250","6111","1692"
"500","5","25","6206","1754"
"500","5","475","5809","1562"
"500","5","250","5199","1591"
"500","5","25","5384","1634"
"500","5","475","5007","1489"
"500","5","250","5850","1683"
"500","5","25","5826","1654"
"500","5","475","5275","1556"
"500","5","250","5830","1722"
"500","5","25","5957","1729"
"500","5","475","5661","1683"
"500","5","250","6153","1686"
"500","5","25","6070","1658"
"500","5","475","6218","1696"
"500","5","250","5907","1699"
"500","5","25","5913","1706"
"500","5","475","5887","1691"
"500","5","250","5850","1736"
"500","5","25","5478","1656"
"500","5","475","5173","1534"
"500","5","250","5615","1577"
"500","5","25","5756","1618"
"500","5","475","5560","1608"
"500","5","250","6054","1665"
"500","5","25","6446","1787"
"500","5","475","5792","1584"
"500","5","250","6069","1747"
"500","5","25","5915","1690"
"500","5","475","5843","1681"
"500","5","250","5838","1706"
"500","5","25","5332","1529"
"500","5","475","5661","1654"
"500","5","250","2963","866"
"500","5","25","5633","1648"
"500","5","475","5853","1708"
"500","5","250","3050","900"
"500","5","25","5660","1687"
"500","5","475","5456","1625"
"500","5","250","5961","1685"
"500","5","25","5605","1607"
"500","5","475","6038","1738"
"500","5","250","6161","1675"
"500","5","25","5573","1555"
"500","5","475","6178","1719"
"500","5","250","6053","1698"
"500","5","25","6184","1722"
"500","5","475","5634","1571"
"500","5","250","5532","1633"
"500","5","25","5476","1598"
"500","5","475","5842","1689"
"500","5","250","6590","1805"
"500","5","25","6246","1719"
"500","5","475","5926","1676"
"500","5","250","5415","1572"
"500","5","25","5284","1564"
"500","5","475","5079","1507"
"500","5","250","6074","1675"
"500","5","25","5943","1640"
"500","5","475","6205","1737"
"500","5","250","5048","1497"
"500","5","25","5176","1532"
"500","5","475","4855","1447"
"500","5","250","5686","1693"
"500","5","25","5260","1584"
"500","5","475","5718","1676"
"500","5","250","6248","1700"
"500","5","25","6162","1670"
"500","5","475","6167","1633"
"500","5","250","5669","1699"
"500","5","25","5566","1644"
"500","5","475","5566","1640"
"500","5","250","5340","1540"
"500","5","25","5222","1541"
"500","5","475","5316","1548"
"500","5","250","5649","1658"
"500","5","25","5875","1702"
"500","5","475","5768","1659"
"500","5","250","5156","1378"
"500","5","25","5368","1504"
"500","5","475","5190","1423"
"500","5","250","5827","1642"
"500","5","25","5922","1692"
"500","5","475","5916","1675"
"500","5","250","5418","1565"
"500","5","25","5228","1535"
"500","5","475","5021","1490"
"500","5","250","5972","1658"
"500","5","25","6355","1766"
"500","5","475","5900","1614"
"500","5","250","6429","1804"
"500","5","25","6142","1705"
"500","5","475","5974","1675"
"500","5","250","5983","1669"
"500","5","25","5842","1673"
"500","5","475","6254","1777"
"500","5","250","6018","1713"
"500","5","25","6267","1813"
"500","5","475","6016","1673"
"500","5","250","5977","1715"
"500","5","25","5972","1702"
"500","5","475","6101","1722"
"500","5","250","5970","1732"
"500","5","25","6084","1759"
"500","5","475","5934","1699"
"500","5","250","6019","1689"
"500","5","25","5764","1620"
"500","5","475","5858","1675"
"500","5","250","6007","1766"
"500","5","25","5878","1717"
"500","5","475","5623","1699"
"500","5","250","6167","1770"
"500","5","25","5816","1672"
"500","5","475","5878","1671"
"500","5","250","6050","1699"
"500","5","25","5806","1632"
"500","5","475","6061","1674"
"500","5","250","6292","1770"
"500","5","25","6133","1746"
"500","5","475","6047","1663"
"500","5","250","5823","1590"
"500","5","25","5646","1594"
"500","5","475","5847","1613"
"500","5","250","2953","868"
"500","5","25","5450","1580"
"500","5","475","5740","1717"
"500","5","250","5895","1698"
"500","5","25","5988","1731"
"500","5","475","6096","1747"
"500","5","250","6163","1756"
"500","5","25","6033","1726"
"500","5","475","5959","1667"
"500","5","250","5738","1716"
"500","5","25","5884","1714"
"500","5","475","5690","1711"
"500","5","250","6094","1677"
"500","5","25","6177","1696"
"500","5","475","6178","1657"
"500","5","250","6130","1715"
"500","5","25","6085","1687"
"500","5","475","5957","1642"
"500","5","250","6076","1761"
"500","5","25","5859","1709"
"500","5","475","5989","1701"
"500","5","250","5469","1541"
"500","5","25","5130","1491"
"500","5","475","5179","1474"
"500","5","250","5442","1579"
"500","5","25","5134","1487"
"500","5","475","5142","1497"
"500","5","250","6025","1725"
"500","5","25","6011","1708"
"500","5","475","5589","1631"
"600","5","300","6777","1968"
"600","5","30","6559","1881"
"600","5","570","6333","1817"
"600","5","300","7285","2052"
"600","5","30","7089","1984"
"600","5","570","6834","1969"
"600","5","300","7623","2093"
"600","5","30","7689","2122"
"600","5","570","7197","2017"
"600","5","300","7029","2129"
"600","5","30","7018","2098"
"600","5","570","6559","2013"
"600","5","300","7792","2099"
"600","5","30","7233","1925"
"600","5","570","7703","2082"
"600","5","300","7648","2164"
"600","5","30","7398","2111"
"600","5","570","7230","1984"
"600","5","300","7089","2033"
"600","5","30","6776","1947"
"600","5","570","6962","2009"
"600","5","300","7113","1993"
"600","5","30","7121","1978"
"600","5","570","7028","1939"
"600","5","300","3857","1034"
"600","5","30","6957","1928"
"600","5","570","6972","1977"
"600","5","300","6757","1979"
"600","5","30","6854","2035"
"600","5","570","6782","1937"
"600","5","300","7203","2060"
"600","5","30","6943","2049"
"600","5","570","7244","2077"
"600","5","300","6818","2016"
"600","5","30","6866","2020"
"600","5","570","6654","1982"
"600","5","300","6254","1814"
"600","5","30","5656","1703"
"600","5","570","5970","1783"
"600","5","300","7087","2046"
"600","5","30","7184","2078"
"600","5","570","7095","2033"
"600","5","300","7113","2021"
"600","5","30","7049","2000"
"600","5","570","7049","2032"
"600","5","300","6386","1783"
"600","5","30","6581","1893"
"600","5","570","6141","1736"
"600","5","300","7146","2005"
"600","5","30","6916","2001"
"600","5","570","7036","1993"
"600","5","300","6730","1953"
"600","5","30","6727","1935"
"600","5","570","6730","1929"
"600","5","300","7237","2067"
"600","5","30","7248","2085"
"600","5","570","6937","1980"
